Número Documento;Fecha Recepción;cufe;Fecha Emisión;Fecha Vencimiento;Tipo Identificación Adquiriente;Identificación Adquiriente;Nombre Adquiriente; SubTotal;Total Base Imponible;SubTotal Mas Tributos;Total Descuentos; Total Cargos;Total Anticipos;Total;estado;Usuario Creación;Fecha Creación;Descripción Error
CB8210345;2020-09-03 09:48:10.975;e18eca08d79bd0b72ca961ea96dff37262b8f3365abcec06584638325b58d33b00c093e22181194bbc5748a7363e74b1;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;132009.00;0.00;132009.00;0.00;0.00;0.00;132009.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:48:10.975;
CB8210344;2020-09-03 09:48:08.496;030260289e308a4fe11ee0ef1f3177ac5995c9ffbd18ac8ad15e9ff1fb5bdc3939f31f6ffa67b072fcea2788c7c65614;2020-04-22 00:00:00.0;2020-05-22 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;7156630.00;0.00;7156630.00;0.00;0.00;251900.00;6904730.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:48:08.496;
CB8210343;2020-09-03 09:47:49.282;bccadedae4726eaad36867603270983b51e7c8dfe099fef1a2d9b4f69147ae56e179d17556829a2aaee6c949232e4ad8;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:47:49.282;
CB8210342;2020-09-03 09:47:44.813;cbe484f35295f281eed0d4f93aa1d74e6212575a79bc69c62aceb439af15464dcfde8b3993285378233d37cd316e7d66;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:47:44.814;
CB8210341;2020-09-03 09:47:43.007;0742b8dfd154786a56bbfb7153fab83e83f1e1d78deaba0db377864b888fdd0da44a91deac9ce587502c06ee2dabda7e;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:47:43.007;
CB8210338;2020-09-03 09:47:40.812;5dd0332c37c7fb08fca94cdbfb1cdd8df098c00b1fc2034750ade1945a5d498dc10e1d18dcf3da5e93e6f2ce1e51116a;2020-04-22 00:00:00.0;2020-05-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;127000.00;0.00;127000.00;0.00;0.00;0.00;127000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:47:40.812;
CB8210333;2020-09-03 09:47:32.623;d3b0a401efa66463bfe49f0033a521ad78e0f43e1a81e4664226fadce84e4913cd96745c32292838df6f22ab9a814732;2020-04-21 00:00:00.0;2020-05-21 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;2160821.00;0.00;2160821.00;0.00;0.00;0.00;2160821.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:47:32.623;
CB8210332;2020-09-03 09:47:12.559;e35816d57e34a48e5248ff84af56ca4ccb36d7283ae9bc72945cfbe0e55ebce3588378917e2a763b8847303c5930ced5;2020-04-21 00:00:00.0;2020-04-21 00:00:00.0;31;901323312;UNION SALUD AMERICA;3246520.00;0.00;3246520.00;0.00;0.00;0.00;3246520.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:47:12.559;
CB8210331;2020-09-03 09:47:04.753;2b242bf97061a3d95534123abccb715ee019f440c4758a83f283bbb02291a148a2cdf684f7d08867228894c8edb7bab7;2020-04-21 00:00:00.0;2020-04-21 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;2430.00;0.00;2430.00;0.00;0.00;0.00;2430.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:47:04.753;
CB8210329;2020-09-03 09:46:59.68;55d824f40671241115c7bb1cf406dad5f68ee43a003b5b404ab71c506bc2143cc2755b7e67f7932114ba0be3a6622623;2020-04-21 00:00:00.0;2020-05-21 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;2999239.00;0.00;2999239.00;0.00;0.00;0.00;2999239.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:46:59.681;
CB8210327;2020-09-03 09:46:49.257;462ddfaef4c017064350d34ffaaf29cdf1b8835c9078b715cd5c515f5ebfd76d70990b1fbf6df5b663919444d41c5d7e;2020-04-21 00:00:00.0;2020-05-21 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;9289673.00;0.00;9289673.00;0.00;0.00;0.00;9289673.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:46:49.258;
CB8210328;2020-09-03 09:46:54.546;583ee5193049fdc525971385d98cfcc77ec2e3bce966bb2ccb024b2fc0d42b623e9a4f61f8fd7ec893f89856346ecf32;2020-04-21 00:00:00.0;2020-04-21 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;3400.00;81470.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:46:54.547;
CB8210324;2020-09-03 09:46:20.369;b9d24eec8e71a000cc97c2ca541e85f18644040c72ad60b72ba51211b4cbc7ebf65f82f187b105761d313c94b77d7afd;2020-04-21 00:00:00.0;2020-04-21 00:00:00.0;31;901323312;UNION SALUD AMERICA;93165.00;0.00;93165.00;0.00;0.00;0.00;93165.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:46:20.369;
CB8210323;2020-09-03 09:46:17.695;acdac5181c45068cbc50de2a7a3759e1e1185785c8c6102587ec131bdb7883f8d94799ea4fd219dbb8679d174b95206e;2020-04-21 00:00:00.0;2020-04-21 00:00:00.0;31;901323312;UNION SALUD AMERICA;34122.00;0.00;34122.00;0.00;0.00;0.00;34122.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:46:17.695;
CB8210322;2020-09-03 09:46:16.0;f4c11a3c17fd4594b6673edd4c30e459d5df60e38bfe2f5aef20a8558f5d94e0b0dacaa1b7c3ecf81af1e9c0ce8e722f;2020-04-21 00:00:00.0;2020-04-21 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;2572456.00;0.00;2572456.00;0.00;0.00;0.00;2572456.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:46:16.0;
CB8210295;2020-09-03 09:44:56.714;c96ec6ead83ff725140655a4795ec241a297e94060ec279e633e5f8fb71d48fb5a5515966cb060e51ef4ac9c4aec1fab;2020-04-21 00:00:00.0;2020-05-21 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;0.00;47740.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:44:56.715;
CB8207323;2020-09-03 09:29:02.298;191aaaf7c2a8d5a819f4e02fd45ea682ee8cd41d2b330b5765e1a0f8c27cbc68247622437d4f6c563f10b2b3eaf791c3;2020-02-26 00:00:00.0;2020-03-27 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;907326.00;0.00;907326.00;0.00;0.00;0.00;907326.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:29:02.299;
CB8207314;2020-09-03 09:28:46.444;8778c287d6fc7044cc4d8605b25ad488535b3f82056d0e8742d7ee1c0c1ac0f31b49d77de0079c326125a45c151a9e9e;2020-02-26 00:00:00.0;2020-02-26 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;3400.00;81470.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:46.445;
CB8207322;2020-09-03 09:28:53.386;fc5d870f057df83ef565f74453711fa5ebb7bd27cc9e84dfde0f50f8864218cf9a220ad0287621b9f6ae9a12d6a0ef9c;2020-02-26 00:00:00.0;2020-03-27 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;906860.00;0.00;906860.00;0.00;0.00;0.00;906860.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:53.386;
CB8207031;2020-09-03 09:28:38.462;33785e788982f646b2b59ca3b231e4a5263cb01d865033aa03a1cfcb5d9c15865b94bf77f9f6de3365e9180a8f23dcd0;2020-02-24 00:00:00.0;2020-02-24 00:00:00.0;31;901323312;UNION SALUD AMERICA;16260.00;0.00;16260.00;0.00;0.00;0.00;16260.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:38.462;
CB8207312;2020-09-03 09:28:40.766;063b9069233b65d7769583bed02b35656cd364a60f7b839b8bd0bd205a2c50b9b98d57dfd18a7a8474cfb198e9218a75;2020-02-26 00:00:00.0;2020-02-26 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;3400.00;81470.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:40.766;
CB8207024;2020-09-03 09:28:37.588;c2f2fd9735e0102b89e4801b73ae64589d224007dcf42519c838d583592909ca6b211248b6f43033c8131580bc21c3a9;2020-02-24 00:00:00.0;2020-02-24 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;0.00;84870.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:37.588;
CB8207023;2020-09-03 09:28:34.327;004c0ac31f64f547348c4d28f5ed304d3997ab3d7b1e38f31db855cda380a1835657fb27a3010ed81dc6f3fcdde47f0a;2020-02-24 00:00:00.0;2020-02-24 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;0.00;84870.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:34.328;
CB8206995;2020-09-03 09:28:27.193;5952af67e19e0b359ad5108743cd7ec6dc3ea072f70bebc5cdac98dc138d10b9bd6ee300582eb953f84c101bbaf4e2e6;2020-02-24 00:00:00.0;2020-02-24 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;31270.00;0.00;31270.00;0.00;0.00;0.00;31270.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:27.194;
CB8206990;2020-09-03 09:28:26.348;9d2015c30a8574649f01e95d30cc65d395c3881a0c20f65f9bdd757b42df7fa011a4ebb05bc257853314e315fe3d8f1c;2020-02-24 00:00:00.0;2020-03-25 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;297850.00;0.00;297850.00;0.00;0.00;0.00;297850.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:26.348;
CB8206698;2020-09-03 09:28:23.248;414d14408698eb6e6bb5d3815b25516d3aba354e106d80a3f64d190040ae58737656e662c9cce76907c4c4349b73c0b5;2020-02-19 00:00:00.0;2020-02-19 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;31090.00;0.00;31090.00;0.00;0.00;3400.00;27690.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:23.249;
CB8206790;2020-09-03 09:28:24.661;76baeecabd6476bc558fc42c1eaf2aab097d5ff367704318d029a878a6e6095c44ee501aefd5990900f81f8f344c4ebe;2020-02-20 00:00:00.0;2020-02-20 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:24.661;
CB8206687;2020-09-03 09:28:21.682;4efcc26c2df007695b63d525f802317c3b72f176b2564b02e0a8276348da0e358f68b05d2ef30ca3b8a082b27f668fb2;2020-02-19 00:00:00.0;2020-02-19 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;48000.00;0.00;48000.00;0.00;0.00;0.00;48000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:21.683;
CB8206682;2020-09-03 09:28:19.393;2c3c15a5d2b3c63d28d6ffc42689c199ba20321a3bd1374b2531b691e2038d8401c511cd9190b81d0c13a836c843798e;2020-02-19 00:00:00.0;2020-03-20 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;176897.00;0.00;176897.00;0.00;0.00;0.00;176897.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:19.393;
CB8206680;2020-09-03 09:28:15.386;f800a8eed8055d78205f883fcf0f677eeec80f3afb604264e5142439bda4ea6d44a38821cdd0c0bb178adf13b36c8ad6;2020-02-19 00:00:00.0;2020-03-20 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;1314120.00;0.00;1314120.00;0.00;0.00;0.00;1314120.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:15.386;
CB8210007;2020-09-03 09:50:52.489;2f60fc95ec977d375bf14a238bf5c428b2c629d13bd412093a9f36e9d01e45792c4b36fcd20cf2b13748ca24071f5e12;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;42669.00;0.00;42669.00;0.00;0.00;0.00;42669.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:52.49;
CB8210006;2020-09-03 09:50:49.747;dcf1138fcebd28bb297b2344f1a8a2acf4dd7ac8780faab59ee4f1cbd5b595140c14865a3516f25ff3dcd1e9ca63acc6;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;31648.00;0.00;31648.00;0.00;0.00;0.00;31648.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:49.748;
CB8210004;2020-09-03 09:50:44.221;00438074c692119403fd4024eae49634c5fddf094caca281559684d7f4d2261555d3e121591a8ef4305a50ecd2eadc33;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:44.222;
CB8210005;2020-09-03 09:50:45.406;db285370df91d3dbfb3227cbef94d0a8eccf442381884fc5c75548181d17a36cb3f27b13542b00ed936082ade0ce196a;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:45.407;
CB8209973;2020-09-03 09:49:27.488;243ef4fa57d7a7d4b603cc566ef65f97f1152bb500031f9ded45cbd88536ce4e47ba4fb49de98263aefdc7dbb96010af;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;32367.00;0.00;32367.00;0.00;0.00;0.00;32367.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:27.488;
CB8206678;2020-09-03 09:28:14.156;e147198b9a8f4b7627e08e588d9b50065d1e091f57c1b366e1b78e3cdb8ce5f45cf01c62bc9fc721b51274f607f6c5a8;2020-02-19 00:00:00.0;2020-02-19 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;13500.00;71370.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:14.156;
CB8206659;2020-09-03 09:28:08.493;cce778e66c397b29a6896843db677efb2f957e2be2e72c2ea64c655f13a4ba0bb9f2bff7fb774d4cc52a7d7c073d5edd;2020-02-19 00:00:00.0;2020-03-20 00:00:00.0;31;860002184;AXA COLPATRIA SEGUROS SA;1079439.00;0.00;1079439.00;0.00;0.00;0.00;1079439.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:08.493;
CB8206646;2020-09-03 09:28:05.798;e8d4a71111f523e31e00109d1998bca8cc905763061013e3e79d8a6af22d6b15367e23e3e189637c0150ffec00a1291b;2020-02-19 00:00:00.0;2020-02-19 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:05.798;
CB8206564;2020-09-03 09:28:01.621;c253980f091a422c4f47c258ab70ed34327052dde137804b9fe2120c46ade7d08ae85d84bb15c8585fc6f60595fe6041;2020-02-18 00:00:00.0;2020-03-19 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;13321770.00;0.00;13321770.00;0.00;0.00;0.00;13321770.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:01.621;
CB8206497;2020-09-03 09:27:59.057;60db7feda8abe1e4a0f4ec3733214e952dc7cfccdf77f14a65049cb79231582ffa8b000d6033e9f221214416201914e4;2020-02-17 00:00:00.0;2020-03-18 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;672044.00;0.00;672044.00;0.00;0.00;0.00;672044.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:27:59.058;
CB8206516;2020-09-03 09:28:00.459;f1d12c21df9cf2edcdc157196462666eb7c264fc164e1fcbe18246e15c36e1aef8b904681e7b9e6686fa713cbbaaeab8;2020-02-18 00:00:00.0;2020-02-18 00:00:00.0;31;901323312;UNION SALUD AMERICA;86104.00;0.00;86104.00;0.00;0.00;0.00;86104.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:28:00.46;
CB8206472;2020-09-03 09:27:48.453;fe96ac37542ba1dd2fc4430fc2ba3f814e7a11dd7982f671756126c3e5b535af1f0deaf609bfd85f389620edae118718;2020-02-17 00:00:00.0;2020-03-18 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:27:48.454;
CB8206363;2020-09-03 09:27:46.132;0ccc895e4b432d63314c3816bc8f2dfcabac742f20a928bde421d5cb9c59769fe5e01b6ed12742ed155d868d726f7057;2020-02-14 00:00:00.0;2020-03-15 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;718364.00;0.00;718364.00;0.00;0.00;0.00;718364.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:27:46.133;
CB8206360;2020-09-03 09:27:39.562;62706ef66d1d7ffb927f3434bb34bf4336ccf17fd344321f1589486eff0508135cfb584e2146c481784fa97ad8745979;2020-02-14 00:00:00.0;2020-03-15 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;21981.00;0.00;21981.00;0.00;0.00;0.00;21981.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:27:39.562;
CB8206287;2020-09-03 09:27:38.101;a149eee63575074ce991cdb2cd0c72196cefefd72ae18b8961c40204b0880ba63fd3908e83065e2fb08648c241c12f31;2020-02-13 00:00:00.0;2020-02-13 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:27:38.102;
CB8206286;2020-09-03 09:27:32.412;2751d04c7efc7b0aaf6a2acb032f978c5349378b3db1bffaa4e0aed02d7ed46da3bbbac3dc5b70992701fa5e03e542d8;2020-02-13 00:00:00.0;2020-02-13 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:27:32.413;
CB8216388;2020-09-03 09:18:42.394;ec4feb81685b9aa912193dd7192a6a8684a90a348b6e2ddceed2dff4322d2f5d69ce704b212de56cfdfafd5e287dba6a;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;805000427;COOMEVA ENTIDAD PROMOTORA DE SALUD SA;506232146.00;0.00;506232146.00;0.00;0.00;20249286.00;485982860.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:18:42.394;
CB8216390;2020-09-03 09:16:59.583;28b20cb924b2c312259a5d16eb6f93765b13e33c460194e495a804de633d160c5fe42f959a8bb97953f840a1333e1cb3;2020-09-03 00:00:00.0;2020-09-03 00:00:00.0;31;901323312;UNION SALUD AMERICA;23113.00;0.00;23113.00;0.00;0.00;0.00;23113.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:59.583;
CB8216389;2020-09-03 09:16:57.553;35e4bb81d168f7882a116d56b10dd7ce6ddbadb748e6a913190c5f746f52e74329f69d9c594383e8b8995f5a9f057a86;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;860066942;CAJA DE COMPENSACIÓN FAMILIAR COMPENSAR SA;65000.00;0.00;65000.00;0.00;0.00;3400.00;61600.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:57.553;
CB8216387;2020-09-03 09:16:53.377;56b10f6332c4beb691ebdca84038cc4bd21886cc286844778aaabbb6ee68263ae5246a3b12706c69733be8b9b33a544c;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;800251440;ENTIDAD PROMOTORA DE SALUD SANITAS SA;1773309.00;0.00;1773309.00;0.00;0.00;0.00;1773309.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:53.377;
CB8216386;2020-09-03 09:16:48.17;3a899a501c3c1c73fdcd537a2e681f81374ba1fda8c48d1d94ca55248ad1928287101a44292a3000eb30021ccf696c6b;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;32325.00;0.00;32325.00;0.00;0.00;0.00;32325.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:48.171;
CB8216385;2020-09-03 09:16:40.549;0e49e69fe00bfb7a01fe75abfaf0e23a5f4b407b1dd8c5aac4e851cf7dd8531d0b42b2afcebbbc349689b65feab6fe62;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;61760.00;0.00;61760.00;0.00;0.00;3400.00;58360.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:40.549;
CB8216384;2020-09-03 09:16:36.444;b717e4dc9e7a71e75f6d5da4ae6d0acbecf4ee92aeac8836245090ecd305c3b2347b2486828192798237c90e1ed4accc;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;249720.00;0.00;249720.00;0.00;0.00;0.00;249720.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:36.445;
CB8216383;2020-09-03 09:16:23.534;6e49d0401a5a5b7584dcdb73dfee2a0d634fa1108f1e4944248114a331575f0420fd5a5d308f9e179fcbe3e8cfab1ba6;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;196330.00;0.00;196330.00;0.00;0.00;0.00;196330.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:23.534;
CB8216382;2020-09-03 09:16:21.61;3190571acc637cd0759504d1dd4a3c5229058149fb3361f510344e57137a2359103346557b58749cf9899655fbf8f967;2020-09-03 00:00:00.0;2020-09-03 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;19976.00;0.00;19976.00;0.00;0.00;0.00;19976.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:21.61;
CB8216381;2020-09-03 09:16:16.978;d3babfb4fd538856bfc4a58c5bf79c115b176b35ff9d718662f658f89dd8bc13ea24bf783aae7a05f751f3a01467ccd9;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;61760.00;0.00;61760.00;0.00;0.00;0.00;61760.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:16.978;
CB8216380;2020-09-03 09:16:14.324;130a0fc27f82242d1cf378b06c309b0a01793c97b5e09f34a97fb36d313f3c68f62424114b579deaeed3a73f3f5887bb;2020-09-03 00:00:00.0;2020-09-03 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:16:14.325;
CB8216379;2020-09-03 07:43:19.041;a785124e78c25fa3b8f815d59ccc50a55ccd9e6d053a176549d5cf94337a7a16e4220aa0eb0d23559b29c46b69961d0b;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;61760.00;0.00;61760.00;0.00;0.00;3400.00;58360.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 07:43:19.041;El documento [CB8216379] ya se encuentra en estado validado por la Dian.
CB8216378;2020-09-03 07:43:18.222;a15d7faaadbd0f06141d0dc5a1daa9e3ce0d47ca1e3443f78a82affd0a646f48bb21d0d97d14db6453762d5a7c49bcdf;2020-09-03 00:00:00.0;2020-09-03 00:00:00.0;31;901323312;UNION SALUD AMERICA;110363.00;0.00;110363.00;0.00;0.00;0.00;110363.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 07:43:18.222;El documento [CB8216378] ya se encuentra en estado validado por la Dian.
CB8216377;2020-09-03 07:43:16.8;1dbcd76463bad11e2715a8bcc19a7e1d6959e2b9bc8b1762bfcee007172baea21001e6ed40a61424cd629458cae29718;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;860002400;COMPAÑIA DE SEGUROS LA PREVISORA SA;23408190.00;0.00;23408190.00;0.00;0.00;0.00;23408190.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 07:43:16.8;El documento [CB8216377] ya se encuentra en estado validado por la Dian.
CB8209407;2020-09-03 09:09:37.889;7b0ddbbcf6dc1f383b20df933b34acdaa012dfed0a4fc44dd8657f545a3787a6284a3abafe0d41b2e1ef7a92eb613323;2020-03-26 00:00:00.0;2020-03-26 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;573620.00;0.00;573620.00;0.00;0.00;0.00;573620.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:09:37.889;
CB8209400;2020-09-03 09:09:34.41;e57efcdbc761e1d786d83deb30ef97977950573b61a3e88b6a6ee466cd12c598b8294966560038a29e88aa916b157704;2020-03-26 00:00:00.0;2020-04-25 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;152865.00;0.00;152865.00;0.00;0.00;0.00;152865.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:09:34.411;
